,Indicator,Country,Date,value
13451,Cumulative number of probable Ebola cases,Sierra Leone,2015-09-09,287.0
13452,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-09-09,13683.0
13453,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-09-09,158.0
13454,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-09-09,6.0
13455,Cumulative number of probable Ebola cases,Liberia,2015-09-09,1879.0
13456,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-09-09,10666.0
13457,Cumulative number of suspected Ebola cases,Sierra Leone,2015-09-09,4697.0
13458,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-09-09,2.0
13459,Cumulative number of probable Ebola deaths,Sierra Leone,2015-09-09,208.0
13460,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-09-09,3953.0
13461,Cumulative number of confirmed Ebola cases,Guinea,2015-09-09,3338.0
13462,Cumulative number of probable Ebola cases,Guinea,2015-09-09,452.0
13463,Cumulative number of suspected Ebola cases,Guinea,2015-09-09,2.0
13464,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-09,3792.0
13465,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-09-09,8699.0
13472,Cumulative number of confirmed Ebola cases,Italy,2015-09-09,1.0
13473,Cumulative number of probable Ebola cases,Italy,2015-09-09,0.0
13474,Cumulative number of suspected Ebola cases,Italy,2015-09-09,0.0
13475,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-09-09,0.0
13476,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-09-09,1.0
13477,Cumulative number of confirmed Ebola cases,United Kingdom,2015-09-09,1.0
13478,Cumulative number of probable Ebola cases,United Kingdom,2015-09-09,0.0
13479,Cumulative number of suspected Ebola cases,United Kingdom,2015-09-09,0.0
13480,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-09-09,0.0
13481,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-09-09,1.0
13482,Cumulative number of confirmed Ebola cases,Mali,2015-09-09,7.0
13483,Cumulative number of probable Ebola cases,Mali,2015-09-09,1.0
13484,Cumulative number of suspected Ebola cases,Mali,2015-09-09,0.0
13485,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-09-09,6.0
13486,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-09-09,8.0
13487,Cumulative number of confirmed Ebola cases,Nigeria,2015-09-09,19.0
13488,Cumulative number of probable Ebola cases,Nigeria,2015-09-09,1.0
13489,Cumulative number of suspected Ebola cases,Nigeria,2015-09-09,0.0
13490,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-09-09,20.0
13491,Cumulative number of confirmed Ebola cases,Senegal,2015-09-09,1.0
13492,Cumulative number of probable Ebola cases,Senegal,2015-09-09,0.0
13493,Cumulative number of suspected Ebola cases,Senegal,2015-09-09,0.0
13494,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-09-09,1.0
13495,Cumulative number of confirmed Ebola cases,Spain,2015-09-09,1.0
13496,Cumulative number of probable Ebola cases,Spain,2015-09-09,0.0
13497,Cumulative number of suspected Ebola cases,Spain,2015-09-09,0.0
13498,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-09-09,1.0
13499,Cumulative number of confirmed Ebola cases,United States of America,2015-09-09,4.0
13500,Cumulative number of probable Ebola cases,United States of America,2015-09-09,0.0
13501,Cumulative number of suspected Ebola cases,United States of America,2015-09-09,0.0
13502,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-09-09,4.0
13503,Cumulative number of confirmed Ebola deaths,Nigeria,2015-09-09,7.0
13504,Cumulative number of probable Ebola deaths,Nigeria,2015-09-09,1.0
13505,Cumulative number of suspected Ebola deaths,Nigeria,2015-09-09,0.0
13506,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-09-09,8.0
13507,Cumulative number of confirmed Ebola deaths,Senegal,2015-09-09,0.0
13508,Cumulative number of probable Ebola deaths,Senegal,2015-09-09,0.0
13509,Cumulative number of suspected Ebola deaths,Senegal,2015-09-09,0.0
13510,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-09-09,0.0
13511,Cumulative number of confirmed Ebola deaths,Spain,2015-09-09,0.0
13512,Cumulative number of probable Ebola deaths,Spain,2015-09-09,0.0
13513,Cumulative number of suspected Ebola deaths,Spain,2015-09-09,0.0
13514,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-09-09,0.0
13515,Cumulative number of confirmed Ebola deaths,United States of America,2015-09-09,1.0
13516,Cumulative number of probable Ebola deaths,United States of America,2015-09-09,0.0
13517,Cumulative number of suspected Ebola deaths,United States of America,2015-09-09,0.0
13518,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-09-09,1.0
13519,Cumulative number of probable Ebola deaths,Guinea,2015-09-10,452.0
13520,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-09-10,10666.0
13521,Cumulative number of confirmed Ebola cases,Liberia,2015-09-10,3151.0
13522,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-09-10,13697.0
13523,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-09-10,8702.0
13524,Cumulative number of probable Ebola cases,Sierra Leone,2015-09-10,287.0
13525,Cumulative number of probable Ebola cases,Guinea,2015-09-10,452.0
13526,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-09-10,2530.0
13527,Cumulative number of suspected Ebola cases,Liberia,2015-09-10,5636.0
13528,Cumulative number of suspected Ebola cases,Sierra Leone,2015-09-10,4708.0
13529,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-09-10,3587.0
13530,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-10,3791.0
13531,Cumulative number of confirmed Ebola cases,Guinea,2015-09-10,3338.0
13532,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-09-10,158.0
13533,Cumulative number of suspected Ebola cases,Guinea,2015-09-10,1.0
13534,Cumulative number of confirmed Ebola deaths,Guinea,2015-09-10,2078.0
13535,Cumulative number of probable Ebola cases,Liberia,2015-09-10,1879.0
13536,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-09-10,4806.0
13537,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-09-10,3953.0
13538,Cumulative number of probable Ebola deaths,Sierra Leone,2015-09-10,208.0
13544,Cumulative number of confirmed Ebola cases,Italy,2015-09-10,1.0
13545,Cumulative number of probable Ebola cases,Italy,2015-09-10,0.0
13546,Cumulative number of suspected Ebola cases,Italy,2015-09-10,0.0
13547,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-09-10,0.0
13548,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-09-10,1.0
13549,Cumulative number of confirmed Ebola cases,United Kingdom,2015-09-10,1.0
13550,Cumulative number of probable Ebola cases,United Kingdom,2015-09-10,0.0
13551,Cumulative number of suspected Ebola cases,United Kingdom,2015-09-10,0.0
13552,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-09-10,0.0
13553,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-09-10,1.0
13554,Cumulative number of confirmed Ebola cases,Mali,2015-09-10,7.0
13555,Cumulative number of probable Ebola cases,Mali,2015-09-10,1.0
13556,Cumulative number of suspected Ebola cases,Mali,2015-09-10,0.0
13557,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-09-10,6.0
13558,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-09-10,8.0
13559,Cumulative number of confirmed Ebola cases,Nigeria,2015-09-10,19.0
13560,Cumulative number of probable Ebola cases,Nigeria,2015-09-10,1.0
13561,Cumulative number of suspected Ebola cases,Nigeria,2015-09-10,0.0
13562,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-09-10,20.0
13563,Cumulative number of confirmed Ebola cases,Senegal,2015-09-10,1.0
13564,Cumulative number of probable Ebola cases,Senegal,2015-09-10,0.0
13565,Cumulative number of suspected Ebola cases,Senegal,2015-09-10,0.0
13566,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-09-10,1.0
13567,Cumulative number of confirmed Ebola cases,Spain,2015-09-10,1.0
13568,Cumulative number of probable Ebola cases,Spain,2015-09-10,0.0
13569,Cumulative number of suspected Ebola cases,Spain,2015-09-10,0.0
13570,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-09-10,1.0
13571,Cumulative number of confirmed Ebola cases,United States of America,2015-09-10,4.0
13572,Cumulative number of probable Ebola cases,United States of America,2015-09-10,0.0
13573,Cumulative number of suspected Ebola cases,United States of America,2015-09-10,0.0
13574,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-09-10,4.0
13575,Cumulative number of confirmed Ebola deaths,Nigeria,2015-09-10,7.0
13576,Cumulative number of probable Ebola deaths,Nigeria,2015-09-10,1.0
13577,Cumulative number of suspected Ebola deaths,Nigeria,2015-09-10,0.0
13578,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-09-10,8.0
13579,Cumulative number of confirmed Ebola deaths,Senegal,2015-09-10,0.0
13580,Cumulative number of probable Ebola deaths,Senegal,2015-09-10,0.0
13581,Cumulative number of suspected Ebola deaths,Senegal,2015-09-10,0.0
13582,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-09-10,0.0
13583,Cumulative number of confirmed Ebola deaths,Spain,2015-09-10,0.0
13584,Cumulative number of probable Ebola deaths,Spain,2015-09-10,0.0
13585,Cumulative number of suspected Ebola deaths,Spain,2015-09-10,0.0
13586,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-09-10,0.0
13587,Cumulative number of confirmed Ebola deaths,United States of America,2015-09-10,1.0
13588,Cumulative number of probable Ebola deaths,United States of America,2015-09-10,0.0
13589,Cumulative number of suspected Ebola deaths,United States of America,2015-09-10,0.0
13590,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-09-10,1.0
13591,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-09-11,10666.0
13592,Cumulative number of confirmed Ebola cases,Liberia,2015-09-11,3151.0
13593,Cumulative number of probable Ebola cases,Liberia,2015-09-11,1879.0
13594,Cumulative number of suspected Ebola cases,Liberia,2015-09-11,5636.0
13595,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-09-11,8703.0
13596,Cumulative number of probable Ebola cases,Sierra Leone,2015-09-11,287.0
13597,Cumulative number of suspected Ebola cases,Sierra Leone,2015-09-11,4711.0
13598,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-09-11,3953.0
13599,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-09-11,2530.0
13600,Cumulative number of probable Ebola deaths,Guinea,2015-09-11,452.0
13601,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-09-11,13701.0
13602,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-09-11,3587.0
13603,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-09-11,158.0
13604,Cumulative number of confirmed Ebola deaths,Guinea,2015-09-11,2078.0
13605,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-09-11,4806.0
13606,Cumulative number of probable Ebola deaths,Sierra Leone,2015-09-11,208.0
13607,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-11,3791.0
13608,Cumulative number of confirmed Ebola cases,Guinea,2015-09-11,3338.0
13609,Cumulative number of probable Ebola cases,Guinea,2015-09-11,452.0
13610,Cumulative number of suspected Ebola cases,Guinea,2015-09-11,1.0
13616,Cumulative number of confirmed Ebola cases,Italy,2015-09-11,1.0
13617,Cumulative number of probable Ebola cases,Italy,2015-09-11,0.0
13618,Cumulative number of suspected Ebola cases,Italy,2015-09-11,0.0
13619,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-09-11,0.0
13620,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-09-11,1.0
13621,Cumulative number of confirmed Ebola cases,United Kingdom,2015-09-11,1.0
13622,Cumulative number of probable Ebola cases,United Kingdom,2015-09-11,0.0
13623,Cumulative number of suspected Ebola cases,United Kingdom,2015-09-11,0.0
13624,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-09-11,0.0
13625,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-09-11,1.0
13626,Cumulative number of confirmed Ebola cases,Mali,2015-09-11,7.0
13627,Cumulative number of probable Ebola cases,Mali,2015-09-11,1.0
13628,Cumulative number of suspected Ebola cases,Mali,2015-09-11,0.0
13629,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-09-11,6.0
13630,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-09-11,8.0
13631,Cumulative number of confirmed Ebola cases,Nigeria,2015-09-11,19.0
13632,Cumulative number of probable Ebola cases,Nigeria,2015-09-11,1.0
13633,Cumulative number of suspected Ebola cases,Nigeria,2015-09-11,0.0
13634,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-09-11,20.0
13635,Cumulative number of confirmed Ebola cases,Senegal,2015-09-11,1.0
13636,Cumulative number of probable Ebola cases,Senegal,2015-09-11,0.0
13637,Cumulative number of suspected Ebola cases,Senegal,2015-09-11,0.0
13638,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-09-11,1.0
13639,Cumulative number of confirmed Ebola cases,Spain,2015-09-11,1.0
13640,Cumulative number of probable Ebola cases,Spain,2015-09-11,0.0
13641,Cumulative number of suspected Ebola cases,Spain,2015-09-11,0.0
13642,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-09-11,1.0
13643,Cumulative number of confirmed Ebola cases,United States of America,2015-09-11,4.0
13644,Cumulative number of probable Ebola cases,United States of America,2015-09-11,0.0
13645,Cumulative number of suspected Ebola cases,United States of America,2015-09-11,0.0
13646,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-09-11,4.0
13647,Cumulative number of confirmed Ebola deaths,Nigeria,2015-09-11,7.0
13648,Cumulative number of probable Ebola deaths,Nigeria,2015-09-11,1.0
13649,Cumulative number of suspected Ebola deaths,Nigeria,2015-09-11,0.0
13650,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-09-11,8.0
13651,Cumulative number of confirmed Ebola deaths,Senegal,2015-09-11,0.0
13652,Cumulative number of probable Ebola deaths,Senegal,2015-09-11,0.0
13653,Cumulative number of suspected Ebola deaths,Senegal,2015-09-11,0.0
13654,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-09-11,0.0
13655,Cumulative number of confirmed Ebola deaths,Spain,2015-09-11,0.0
13656,Cumulative number of probable Ebola deaths,Spain,2015-09-11,0.0
13657,Cumulative number of suspected Ebola deaths,Spain,2015-09-11,0.0
13658,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-09-11,0.0
13659,Cumulative number of confirmed Ebola deaths,United States of America,2015-09-11,1.0
13660,Cumulative number of probable Ebola deaths,United States of America,2015-09-11,0.0
13661,Cumulative number of suspected Ebola deaths,United States of America,2015-09-11,0.0
13662,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-09-11,1.0
13663,Cumulative number of probable Ebola cases,Liberia,2015-09-14,1879.0
13664,Cumulative number of suspected Ebola cases,Liberia,2015-09-14,5636.0
13665,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-09-14,4806.0
13666,Cumulative number of suspected Ebola cases,Sierra Leone,2015-09-14,4757.0
13667,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-09-14,3953.0
13668,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-09-14,3587.0
13669,Cumulative number of probable Ebola deaths,Sierra Leone,2015-09-14,208.0
13670,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-14,3793.0
13671,Cumulative number of confirmed Ebola cases,Liberia,2015-09-14,3151.0
13672,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-09-14,8703.0
13673,Cumulative number of probable Ebola deaths,Guinea,2015-09-14,452.0
13674,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-09-14,10666.0
13675,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-09-14,13747.0
13676,Cumulative number of probable Ebola cases,Sierra Leone,2015-09-14,287.0
13677,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-09-14,158.0
13678,Cumulative number of confirmed Ebola cases,Guinea,2015-09-14,3338.0
13679,Cumulative number of probable Ebola cases,Guinea,2015-09-14,452.0
13680,Cumulative number of suspected Ebola cases,Guinea,2015-09-14,3.0
13681,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-09-14,2530.0
13682,Cumulative number of confirmed Ebola deaths,Guinea,2015-09-14,2078.0
13688,Cumulative number of confirmed Ebola cases,Italy,2015-09-14,1.0
13689,Cumulative number of probable Ebola cases,Italy,2015-09-14,0.0
13690,Cumulative number of suspected Ebola cases,Italy,2015-09-14,0.0
13691,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-09-14,0.0
13692,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-09-14,1.0
13693,Cumulative number of confirmed Ebola cases,United Kingdom,2015-09-14,1.0
13694,Cumulative number of probable Ebola cases,United Kingdom,2015-09-14,0.0
13695,Cumulative number of suspected Ebola cases,United Kingdom,2015-09-14,0.0
13696,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-09-14,0.0
13697,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-09-14,1.0
13698,Cumulative number of confirmed Ebola cases,Mali,2015-09-14,7.0
13699,Cumulative number of probable Ebola cases,Mali,2015-09-14,1.0
13700,Cumulative number of suspected Ebola cases,Mali,2015-09-14,0.0
13701,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-09-14,6.0
13702,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-09-14,8.0
13703,Cumulative number of confirmed Ebola cases,Nigeria,2015-09-14,19.0
13704,Cumulative number of probable Ebola cases,Nigeria,2015-09-14,1.0
13705,Cumulative number of suspected Ebola cases,Nigeria,2015-09-14,0.0
13706,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-09-14,20.0
13707,Cumulative number of confirmed Ebola cases,Senegal,2015-09-14,1.0
13708,Cumulative number of probable Ebola cases,Senegal,2015-09-14,0.0
13709,Cumulative number of suspected Ebola cases,Senegal,2015-09-14,0.0
13710,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-09-14,1.0
13711,Cumulative number of confirmed Ebola cases,Spain,2015-09-14,1.0
13712,Cumulative number of probable Ebola cases,Spain,2015-09-14,0.0
13713,Cumulative number of suspected Ebola cases,Spain,2015-09-14,0.0
13714,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-09-14,1.0
13715,Cumulative number of confirmed Ebola cases,United States of America,2015-09-14,4.0
13716,Cumulative number of probable Ebola cases,United States of America,2015-09-14,0.0
13717,Cumulative number of suspected Ebola cases,United States of America,2015-09-14,0.0
13718,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-09-14,4.0
13719,Cumulative number of confirmed Ebola deaths,Nigeria,2015-09-14,7.0
13720,Cumulative number of probable Ebola deaths,Nigeria,2015-09-14,1.0
13721,Cumulative number of suspected Ebola deaths,Nigeria,2015-09-14,0.0
13722,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-09-14,8.0
13723,Cumulative number of confirmed Ebola deaths,Senegal,2015-09-14,0.0
13724,Cumulative number of probable Ebola deaths,Senegal,2015-09-14,0.0
13725,Cumulative number of suspected Ebola deaths,Senegal,2015-09-14,0.0
13726,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-09-14,0.0
13727,Cumulative number of confirmed Ebola deaths,Spain,2015-09-14,0.0
13728,Cumulative number of probable Ebola deaths,Spain,2015-09-14,0.0
13729,Cumulative number of suspected Ebola deaths,Spain,2015-09-14,0.0
13730,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-09-14,0.0
13731,Cumulative number of confirmed Ebola deaths,United States of America,2015-09-14,1.0
13732,Cumulative number of probable Ebola deaths,United States of America,2015-09-14,0.0
13733,Cumulative number of suspected Ebola deaths,United States of America,2015-09-14,0.0
13734,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-09-14,1.0
13735,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-09-15,4806.0
13736,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-09-15,3953.0
13737,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-09-15,3587.0
13738,Cumulative number of probable Ebola deaths,Sierra Leone,2015-09-15,208.0
13739,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-09-15,158.0
13740,Cumulative number of confirmed Ebola cases,Guinea,2015-09-15,3338.0
13741,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-09-15,10666.0
13742,Cumulative number of probable Ebola cases,Liberia,2015-09-15,1879.0
13743,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-09-15,13756.0
13744,Cumulative number of probable Ebola cases,Sierra Leone,2015-09-15,287.0
13745,Cumulative number of suspected Ebola cases,Guinea,2015-09-15,2.0
13746,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-09-15,2530.0
13747,Cumulative number of confirmed Ebola deaths,Guinea,2015-09-15,2078.0
13748,Cumulative number of probable Ebola deaths,Guinea,2015-09-15,452.0
13749,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-15,3792.0
13750,Cumulative number of probable Ebola cases,Guinea,2015-09-15,452.0
13751,Cumulative number of confirmed Ebola cases,Liberia,2015-09-15,3151.0
13752,Cumulative number of suspected Ebola cases,Liberia,2015-09-15,5636.0
13753,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-09-15,8704.0
13754,Cumulative number of suspected Ebola cases,Sierra Leone,2015-09-15,4765.0
13760,Cumulative number of confirmed Ebola cases,Italy,2015-09-15,1.0
13761,Cumulative number of probable Ebola cases,Italy,2015-09-15,0.0
13762,Cumulative number of suspected Ebola cases,Italy,2015-09-15,0.0
13763,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-09-15,0.0
13764,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-09-15,1.0
13765,Cumulative number of confirmed Ebola cases,United Kingdom,2015-09-15,1.0
13766,Cumulative number of probable Ebola cases,United Kingdom,2015-09-15,0.0
13767,Cumulative number of suspected Ebola cases,United Kingdom,2015-09-15,0.0
13768,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-09-15,0.0
13769,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-09-15,1.0
13770,Cumulative number of confirmed Ebola cases,Mali,2015-09-15,7.0
13771,Cumulative number of probable Ebola cases,Mali,2015-09-15,1.0
13772,Cumulative number of suspected Ebola cases,Mali,2015-09-15,0.0
13773,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-09-15,6.0
13774,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-09-15,8.0
13775,Cumulative number of confirmed Ebola cases,Nigeria,2015-09-15,19.0
13776,Cumulative number of probable Ebola cases,Nigeria,2015-09-15,1.0
13777,Cumulative number of suspected Ebola cases,Nigeria,2015-09-15,0.0
13778,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-09-15,20.0
13779,Cumulative number of confirmed Ebola cases,Senegal,2015-09-15,1.0
13780,Cumulative number of probable Ebola cases,Senegal,2015-09-15,0.0
13781,Cumulative number of suspected Ebola cases,Senegal,2015-09-15,0.0
13782,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-09-15,1.0
13783,Cumulative number of confirmed Ebola cases,Spain,2015-09-15,1.0
13784,Cumulative number of probable Ebola cases,Spain,2015-09-15,0.0
13785,Cumulative number of suspected Ebola cases,Spain,2015-09-15,0.0
13786,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-09-15,1.0
13787,Cumulative number of confirmed Ebola cases,United States of America,2015-09-15,4.0
13788,Cumulative number of probable Ebola cases,United States of America,2015-09-15,0.0
13789,Cumulative number of suspected Ebola cases,United States of America,2015-09-15,0.0
13790,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-09-15,4.0
13791,Cumulative number of confirmed Ebola deaths,Nigeria,2015-09-15,7.0
13792,Cumulative number of probable Ebola deaths,Nigeria,2015-09-15,1.0
13793,Cumulative number of suspected Ebola deaths,Nigeria,2015-09-15,0.0
13794,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-09-15,8.0
13795,Cumulative number of confirmed Ebola deaths,Senegal,2015-09-15,0.0
13796,Cumulative number of probable Ebola deaths,Senegal,2015-09-15,0.0
13797,Cumulative number of suspected Ebola deaths,Senegal,2015-09-15,0.0
13798,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-09-15,0.0
13799,Cumulative number of confirmed Ebola deaths,Spain,2015-09-15,0.0
13800,Cumulative number of probable Ebola deaths,Spain,2015-09-15,0.0
13801,Cumulative number of suspected Ebola deaths,Spain,2015-09-15,0.0
13802,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-09-15,0.0
13803,Cumulative number of confirmed Ebola deaths,United States of America,2015-09-15,1.0
13804,Cumulative number of probable Ebola deaths,United States of America,2015-09-15,0.0
13805,Cumulative number of suspected Ebola deaths,United States of America,2015-09-15,0.0
13806,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-09-15,1.0
13807,Cumulative number of confirmed Ebola cases,Guinea,2015-09-16,3338.0
13808,Cumulative number of probable Ebola cases,Guinea,2015-09-16,452.0
13809,Cumulative number of suspected Ebola cases,Guinea,2015-09-16,2.0
13810,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-16,3792.0
13811,Cumulative number of probable Ebola cases,Sierra Leone,2015-09-16,287.0
13812,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-09-16,8704.0
13813,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-09-16,3.0
13814,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-09-16,13756.0
13815,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-09-16,158.0
13816,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-09-16,4806.0
13817,Cumulative number of probable Ebola deaths,Guinea,2015-09-16,452.0
13818,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-09-16,2530.0
13819,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-09-16,7.0
13820,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-09-16,3587.0
13821,Cumulative number of probable Ebola deaths,Sierra Leone,2015-09-16,208.0
13822,Cumulative number of confirmed Ebola cases,Liberia,2015-09-16,3151.0
13823,Cumulative number of probable Ebola cases,Liberia,2015-09-16,1879.0
13824,Cumulative number of suspected Ebola cases,Liberia,2015-09-16,5636.0
13825,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-09-16,3.0
13826,Cumulative number of confirmed Ebola deaths,Guinea,2015-09-16,2078.0
13827,Cumulative number of suspected Ebola cases,Sierra Leone,2015-09-16,4765.0
